,Date,Key,MinimumTemperature,MaximumTemperature,NewMild,NewSevere,NewCritical,CurrentlyMild,CurrentlySevere,CurrentlyCritical,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential,ConfirmedRateChange,DeathsRateChange,MinimumTemperature_cat,MaximumTemperature_cat,RetailAndRecreation_cat,GroceryAndPharmacy_cat,Parks_cat,TransitStations_cat,Workplaces_cat,Residential_cat,ConfirmedRateChange_cat,NewMild_cat,NewSevere_cat,NewCritical_cat,CurrentlyMild_cat,CurrentlySevere_cat,CurrentlyCritical_cat,DeathsRateChange_cat
107,2020-03-06,US_NJ,-2.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-6.0,-3.0,2.0,2.0,0.0,0.0,1.0,1.0,3,2,1,3,4,1,0,0,0,0,0,0,0,0
108,2020-03-06,US_NM,-9.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,21.0,8.0,5.0,-2.0,0.0,0.0,0.0,2.0,4,4,3,4,4,0,0,0,0,0,0,0,0,0
109,2020-03-06,US_NV,-1.7,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,-2.0,2.0,0.0,0.0,0.0,1.0,3.0,3,3,2,3,4,0,0,0,0,0,0,0,0,0
110,2020-03-06,US_NY,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-11.0,-3.0,3.0,1.0,0.5,0.0,,,3,2,1,3,4,1,4,0,0,0,0,0,0,0
111,2020-03-06,US_OH,-3.9,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,3,2,2,4,4,0,0,0,0,0,0,0,0,0
112,2020-03-06,US_OR,5.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,-1.0,1.0,1.0,0.0,0.0,3.0,2.0,3,3,1,3,4,1,0,0,0,0,0,0,0,0
113,2020-03-06,US_PA,-1.7,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-1.0,1.0,1.0,2.0,0.0,1.0,2.0,3,2,1,3,4,1,4,0,0,0,0,0,0,0
114,2020-03-06,US_RI,-2.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,8.0,-1.0,3.0,1.0,0.5,0.0,1.0,1.0,3,2,2,3,4,1,4,0,0,0,0,0,0,0
115,2020-03-06,US_SC,6.7,17.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,21.0,12.0,2.0,-2.0,0.0,0.0,3.0,3.0,4,3,3,4,4,0,0,0,0,0,0,0,0,0
116,2020-03-06,US_TN,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,25.0,6.0,0.0,-1.0,0.0,0.0,,,3,3,3,4,3,0,0,0,0,0,0,0,0,0
117,2020-03-06,US_TX,6.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,21.0,6.0,3.0,-2.0,4.0,0.0,3.0,3.0,4,3,3,4,4,0,4,0,0,0,0,0,0,0
118,2020-03-06,US_VA,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,,,3,3,2,4,4,0,0,0,0,0,0,0,0,0
119,2020-03-06,US_VT,-3.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,3,3,2,4,4,1,0,0,0,0,0,0,0,0
120,2020-03-06,US_WA,-0.6,2.0,42.0,8.0,3.0,113.0,22.0,7.0,-2.0,2.0,13.0,-12.0,-8.0,3.0,0.5463917525773195,0.3,1.0,0.0,3,3,2,3,3,1,4,0,0,0,0,0,0,3
121,2020-03-06,US_WI,-2.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,15.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,3,3,2,4,4,0,0,0,0,0,0,0,0,0
122,2020-03-06,US_WV,-1.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,3,2,1,4,3,1,0,0,0,0,0,0,0,0
123,2020-03-07,US_AK,-16.1,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,17.0,9.0,3.0,-1.0,0.0,0.0,0.0,0.0,4,4,2,4,4,0,0,0,0,0,0,0,0,0
124,2020-03-07,US_AL,1.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,63.0,18.0,7.0,-2.0,0.0,0.0,2.0,2.0,4,3,4,4,4,0,0,0,0,0,0,0,0,0
125,2020-03-07,US_AR,-2.2,17.8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,80.0,10.0,4.0,-2.0,0.0,0.0,1.0,3.0,4,4,4,4,4,0,0,0,0,0,0,0,0,0
126,2020-03-07,US_AZ,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,18.0,9.0,1.0,-2.0,0.6666666666666666,0.0,,,3,3,2,4,4,0,4,0,0,0,0,0,0,0
127,2020-03-07,US_CA,4.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-6.0,2.0,1.0,0.15,0.0,3.0,2.0,3,3,1,3,4,1,3,0,0,0,0,0,0,0
128,2020-03-07,US_CO,-6.7,13.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,49.0,4.0,3.0,-2.0,3.0,0.0,0.0,2.0,4,4,4,4,4,0,4,0,0,0,0,0,0,0
129,2020-03-07,US_CT,-4.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,50.0,7.0,3.0,-1.0,0.0,0.0,0.0,0.0,4,3,4,4,4,0,0,0,0,0,0,0,0,0
130,2020-03-07,US_DC,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,0.0,-1.0,0.0,0.0,,,3,3,2,4,3,0,0,0,0,0,0,0,0,0
131,2020-03-07,US_DE,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,39.0,15.0,6.0,-1.0,0.0,0.0,,,4,3,3,4,4,0,0,0,0,0,0,0,0,0
132,2020-03-07,US_FL,7.2,25.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13.0,2.0,2.0,-1.0,0.5555555555555556,0.0,3.0,4.0,3,3,2,4,4,0,4,0,0,0,0,0,0,0
133,2020-03-07,US_GA,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,79.0,9.0,5.0,-2.0,2.0,0.0,1.0,3.0,4,3,4,4,4,0,4,0,0,0,0,0,0,0
134,2020-03-07,US_HI,20.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-4.0,1.0,0.0,1.0,0.0,4.0,4.0,3,3,2,3,4,0,4,0,0,0,0,0,0,0
135,2020-03-07,US_IA,-3.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,83.0,18.0,6.0,-3.0,0.0,0.0,0.0,1.0,4,4,4,4,4,0,0,0,0,0,0,0,0,0
136,2020-03-07,US_ID,-3.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,11.0,2.0,-1.0,0.0,0.0,0.0,0.0,4,4,1,4,4,0,0,0,0,0,0,0,0,0
137,2020-03-07,US_IL,-6.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,75.0,13.0,7.0,-3.0,0.2,0.0,0.0,0.0,4,4,4,4,4,0,3,0,0,0,0,0,0,0
138,2020-03-07,US_IN,-6.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,85.0,19.0,5.0,-3.0,0.0,0.0,0.0,1.0,4,4,4,4,4,0,0,0,0,0,0,0,0,0
139,2020-03-07,US_KS,3.9,21.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,101.0,18.0,6.0,-3.0,0.0,0.0,3.0,3.0,4,3,4,4,4,0,0,0,0,0,0,0,0,0
140,2020-03-07,US_KY,-1.1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,85.0,15.0,4.0,-2.0,1.0,0.0,1.0,1.0,4,4,4,4,4,0,4,0,0,0,0,0,0,0
141,2020-03-07,US_LA,6.7,20.6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,32.0,13.0,3.0,-2.0,0.0,0.0,3.0,3.0,4,3,3,4,4,0,0,0,0,0,0,0,0,0
142,2020-03-07,US_MD,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,34.0,4.0,4.0,-1.0,0.0,0.0,,,4,3,3,4,4,0,0,0,0,0,0,0,0,0
143,2020-03-07,US_ME,-7.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,-1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,1,4,4,0,0,0,0,0,0,0,0,0
144,2020-03-07,US_MI,-9.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,61.0,14.0,8.0,-2.0,0.30612244897959184,0.0,0.0,0.0,4,3,4,4,4,0,4,0,0,0,0,0,0,0
145,2020-03-07,US_MN,-1.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,21.0,7.0,3.0,-1.0,1.0,0.0,1.0,1.0,4,4,3,4,4,0,4,0,0,0,0,0,0,0
146,2020-03-07,US_MO,-1.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,114.0,13.0,7.0,-3.0,0.0,0.0,1.0,1.0,4,4,4,4,4,0,0,0,0,0,0,0,0,0
147,2020-03-07,US_MS,5.6,16.1,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,41.0,23.0,3.0,-3.0,0.0,0.0,3.0,2.0,4,4,3,4,4,0,0,0,0,0,0,0,0,0
148,2020-03-07,US_MT,-3.8,14.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,7.0,11.0,1.0,-1.0,0.0,0.0,0.0,2.0,4,3,2,4,4,0,0,0,0,0,0,0,0,0
149,2020-03-07,US_NC,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,49.0,8.0,2.0,-2.0,0.0,0.0,,,4,3,4,4,4,0,0,0,0,0,0,0,0,0
150,2020-03-07,US_ND,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,47.0,10.0,5.0,-2.0,0.0,0.0,,,4,3,4,4,4,0,0,0,0,0,0,0,0,0
151,2020-03-07,US_NE,4.4,21.7,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,84.0,13.0,0.0,-2.0,1.0,0.0,3.0,3.0,4,4,4,4,3,0,4,0,0,0,0,0,0,0
152,2020-03-07,US_NH,-3.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,15.0,9.0,4.0,-1.0,0.0,0.0,0.0,1.0,4,3,2,4,4,0,0,0,0,0,0,0,0,0
153,2020-03-07,US_NJ,-1.7,7.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,45.0,2.0,6.0,-1.0,3.0,0.0,1.0,0.0,4,4,4,4,4,0,4,0,0,0,0,0,0,0
